"ID","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"zfa","0<=X<200",11,"existing paid","furniture/equipment",1577,">=1000","<1",4,"female div/dep/mar","none",1,"real estate",20,"none","own",1,"skilled",1,"none","yes","good"
"jop","no checking",24,"existing paid","furniture/equipment",3972,"<100","4<=X<7",2,"female div/dep/mar","none",4,"life insurance",25,"none","rent",1,"skilled",1,"yes","yes","good"
"xzq","0<=X<200",24,"critical/other existing credit","business",1935,"<100",">=7",4,"male div/sep","none",4,"real estate",31,"none","own",2,"skilled",1,"yes","yes","bad"
"hhd","<0",15,"no credits/all paid","new car",950,"<100",">=7",4,"male single","none",3,"car",33,"none","rent",2,"skilled",2,"none","yes","bad"
"evi","no checking",12,"existing paid","furniture/equipment",763,"<100","1<=X<4",4,"female div/dep/mar","none",1,"real estate",26,"none","own",1,"skilled",1,"yes","yes","good"
"byd","0<=X<200",24,"delayed previously","furniture/equipment",2064,"<100","unemployed",3,"female div/dep/mar","none",2,"life insurance",34,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"ozd","0<=X<200",8,"existing paid","radio/tv",1414,"<100","1<=X<4",4,"male single","guarantor",2,"real estate",33,"none","own",1,"skilled",1,"none","no","good"
"kkh","<0",21,"delayed previously","education",3414,"<100","<1",2,"male single","none",1,"life insurance",26,"none","own",2,"skilled",1,"none","yes","bad"
"rdh","no checking",30,"all paid","used car",7485,"no known savings","unemployed",4,"female div/dep/mar","none",1,"real estate",53,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"zyp","<0",12,"existing paid","furniture/equipment",2577,"<100","1<=X<4",2,"male div/sep","none",1,"car",42,"none","own",1,"skilled",1,"none","yes","good"
"rgx","<0",6,"critical/other existing credit","radio/tv",338,"500<=X<1000",">=7",4,"male single","none",4,"car",52,"none","own",2,"skilled",1,"none","yes","good"
"qzr","no checking",12,"existing paid","radio/tv",1963,"<100","4<=X<7",4,"male single","none",2,"car",31,"none","rent",2,"high qualif/self emp/mgmt",2,"yes","yes","good"
"svf","<0",21,"critical/other existing credit","new car",571,"<100",">=7",4,"male single","none",4,"real estate",65,"none","own",2,"skilled",1,"none","yes","good"
"kuo","no checking",36,"delayed previously","business",9572,"<100","<1",1,"male div/sep","none",1,"car",28,"none","own",2,"skilled",1,"none","yes","bad"
"qyn","0<=X<200",36,"delayed previously","business",4455,"<100","1<=X<4",2,"male div/sep","none",2,"real estate",30,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"dai","<0",21,"all paid","new car",1647,"no known savings","1<=X<4",4,"male single","none",2,"life insurance",40,"none","own",2,"unskilled resident",2,"none","yes","bad"
"bgl","no checking",24,"critical/other existing credit","furniture/equipment",3777,">=1000","1<=X<4",4,"male single","none",4,"real estate",50,"none","own",1,"skilled",1,"yes","yes","good"
"sui","0<=X<200",18,"critical/other existing credit","new car",884,"<100",">=7",4,"male single","none",4,"car",36,"bank","own",1,"skilled",2,"yes","yes","bad"
"zaz","no checking",15,"critical/other existing credit","radio/tv",1360,"<100","1<=X<4",4,"male single","none",2,"life insurance",31,"none","own",2,"skilled",1,"none","yes","good"
"edk","0<=X<200",9,"all paid","used car",5129,"<100",">=7",2,"female div/dep/mar","none",4,"no known property",74,"bank","for free",1,"high qualif/self emp/mgmt",2,"yes","yes","bad"
"aku","0<=X<200",16,"critical/other existing credit","new car",1175,"<100","unemployed",2,"male single","none",3,"car",68,"none","for free",3,"unemp/unskilled non res",1,"yes","yes","good"
"wnt","<0",12,"existing paid","radio/tv",674,"100<=X<500","4<=X<7",4,"male mar/wid","none",1,"life insurance",20,"none","own",1,"skilled",1,"none","yes","bad"
"lnk","0<=X<200",18,"no credits/all paid","furniture/equipment",3244,"<100","1<=X<4",1,"female div/dep/mar","none",4,"car",33,"bank","own",2,"skilled",1,"yes","yes","good"
"qjf","no checking",24,"existing paid","business",4591,">=1000","1<=X<4",2,"male single","none",3,"life insurance",54,"none","own",3,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"rwh","0<=X<200",48,"no credits/all paid","business",3844,"100<=X<500","4<=X<7",4,"male single","none",4,"no known property",34,"none","for free",1,"unskilled resident",2,"none","yes","bad"
"irj","0<=X<200",27,"existing paid","business",3915,"<100","1<=X<4",4,"male single","none",2,"car",36,"none","own",1,"skilled",2,"yes","yes","bad"
"pmj","no checking",6,"existing paid","radio/tv",2108,"<100","4<=X<7",2,"male mar/wid","none",2,"real estate",29,"none","rent",1,"skilled",1,"none","yes","good"
"ijq","0<=X<200",45,"existing paid","radio/tv",3031,"100<=X<500","1<=X<4",4,"male single","guarantor",4,"life insurance",21,"none","rent",1,"skilled",1,"none","yes","bad"
"zii","0<=X<200",9,"critical/other existing credit","education",1501,"<100",">=7",2,"female div/dep/mar","none",3,"car",34,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"mkc","no checking",6,"critical/other existing credit","radio/tv",1382,"<100","1<=X<4",1,"female div/dep/mar","none",1,"car",28,"none","own",2,"skilled",1,"yes","yes","good"
"gfp","0<=X<200",12,"existing paid","furniture/equipment",951,"100<=X<500","<1",4,"female div/dep/mar","none",4,"car",27,"bank","rent",4,"skilled",1,"none","yes","bad"
"ngw","0<=X<200",24,"existing paid","used car",2760,"no known savings",">=7",4,"male single","none",4,"no known property",36,"bank","for free",1,"skilled",1,"yes","yes","good"
"qlv","0<=X<200",18,"delayed previously","furniture/equipment",4297,"<100",">=7",4,"male div/sep","none",3,"no known property",40,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"eze","no checking",9,"critical/other existing credit","education",936,"500<=X<1000",">=7",4,"male single","none",2,"car",52,"none","own",2,"skilled",1,"yes","yes","good"
"oih","<0",12,"existing paid","new car",1168,"<100","1<=X<4",4,"male mar/wid","none",3,"real estate",27,"none","own",1,"unskilled resident",1,"none","yes","good"
"ffc","no checking",27,"delayed previously","business",5117,"<100","4<=X<7",3,"male single","none",4,"car",26,"none","own",2,"skilled",1,"none","yes","good"
"jhb","<0",12,"existing paid","retraining",902,"<100","4<=X<7",4,"male mar/wid","none",4,"life insurance",21,"none","rent",1,"skilled",1,"none","yes","bad"
"nrm","no checking",12,"critical/other existing credit","new car",1495,"<100",">=7",4,"male single","none",1,"real estate",38,"none","own",2,"unskilled resident",2,"none","yes","good"
"fmk","<0",30,"critical/other existing credit","used car",10623,"<100",">=7",3,"male single","none",4,"no known property",38,"none","for free",3,"high qualif/self emp/mgmt",2,"yes","yes","good"
"wrz","no checking",12,"critical/other existing credit","furniture/equipment",1935,"<100",">=7",4,"male single","none",4,"real estate",43,"none","own",3,"skilled",1,"yes","yes","good"
"lei","0<=X<200",12,"critical/other existing credit","domestic appliance",1424,"<100","4<=X<7",4,"male single","none",3,"life insurance",26,"none","own",1,"skilled",1,"none","yes","good"
"vcm","<0",24,"existing paid","business",6568,"<100","1<=X<4",2,"male mar/wid","none",2,"car",21,"stores","own",1,"unskilled resident",1,"none","yes","good"
"oxh","no checking",12,"existing paid","used car",1413,">=1000","4<=X<7",3,"male single","none",2,"life insurance",55,"none","own",1,"skilled",1,"none","no","good"
"ihx","no checking",9,"critical/other existing credit","radio/tv",3074,"no known savings","1<=X<4",1,"male single","none",2,"real estate",33,"none","own",2,"skilled",2,"none","yes","good"
"hnv","no checking",36,"existing paid","radio/tv",3835,"no known savings",">=7",2,"female div/dep/mar","none",4,"real estate",45,"none","own",1,"unskilled resident",1,"yes","yes","good"
"vdo","<0",27,"no credits/all paid","business",5293,"<100","unemployed",2,"male single","none",4,"life insurance",50,"stores","own",2,"skilled",1,"yes","yes","bad"
"gvo",">=200",30,"delayed previously","business",1908,"<100",">=7",4,"male single","none",4,"real estate",66,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"kdz","no checking",36,"critical/other existing credit","radio/tv",3342,"no known savings",">=7",4,"male single","none",2,"car",51,"none","own",1,"skilled",1,"yes","yes","good"
"jvf","0<=X<200",6,"critical/other existing credit","retraining",932,"no known savings","4<=X<7",1,"female div/dep/mar","none",3,"life insurance",39,"none","own",2,"unskilled resident",1,"none","yes","good"
"ldl","<0",18,"no credits/all paid","business",3104,"<100","4<=X<7",3,"male single","none",1,"life insurance",31,"bank","own",1,"skilled",1,"yes","yes","good"
"eee",">=200",36,"existing paid","radio/tv",3913,"<100","1<=X<4",2,"male single","none",2,"real estate",23,"none","own",1,"skilled",1,"yes","yes","good"
"kah","<0",24,"existing paid","furniture/equipment",3021,"<100","1<=X<4",2,"male div/sep","none",2,"real estate",24,"none","rent",1,"unskilled resident",1,"none","yes","good"
"sks","no checking",10,"existing paid","new car",1364,"<100","1<=X<4",2,"female div/dep/mar","none",4,"car",64,"none","own",1,"skilled",1,"yes","yes","good"
"rjb","0<=X<200",12,"existing paid","radio/tv",625,"<100","<1",4,"male mar/wid","guarantor",1,"real estate",26,"bank","own",1,"unskilled resident",1,"none","yes","good"
"plb","<0",12,"existing paid","education",1200,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",23,"bank","rent",1,"skilled",1,"yes","yes","good"
"ske","no checking",12,"existing paid","radio/tv",707,"<100","1<=X<4",4,"male single","none",2,"real estate",30,"bank","own",2,"skilled",1,"none","yes","good"
"ldi","no checking",24,"delayed previously","business",2978,"no known savings","1<=X<4",4,"male single","none",4,"real estate",32,"none","own",2,"skilled",2,"yes","yes","good"
"lpb","no checking",15,"existing paid","used car",4657,"<100","1<=X<4",3,"male single","none",2,"car",30,"none","own",1,"skilled",1,"yes","yes","good"
"daw","no checking",36,"no credits/all paid","repairs",2613,"<100","1<=X<4",4,"male single","none",2,"car",27,"none","own",2,"skilled",1,"none","yes","good"
"erj","0<=X<200",48,"existing paid","radio/tv",10961,">=1000","4<=X<7",1,"male single","co applicant",2,"no known property",27,"bank","own",2,"skilled",1,"yes","yes","bad"
"koo","<0",12,"existing paid","furniture/equipment",7865,"<100",">=7",4,"male single","none",4,"no known property",53,"none","for free",1,"high qualif/self emp/mgmt",1,NA,"yes","bad"
"tvn","no checking",9,"existing paid","radio/tv",1478,"<100","4<=X<7",4,"male single","none",2,"car",22,"none","own",1,"skilled",1,"none","yes","bad"
"ybq","<0",24,"existing paid","furniture/equipment",3149,"<100","<1",4,"male single","none",1,"no known property",22,"bank","for free",1,"skilled",1,"none","yes","good"
"dag",">=200",36,"existing paid","radio/tv",4210,"<100","1<=X<4",4,"male single","none",2,"car",26,"none","own",1,"skilled",1,"none","yes","bad"
"lct","no checking",9,"existing paid","new car",2507,"500<=X<1000",">=7",2,"male single","none",4,"no known property",51,"none","for free",1,"unskilled resident",1,"none","yes","good"
"plp","no checking",12,"existing paid","radio/tv",2141,"100<=X<500","4<=X<7",3,"male single","none",1,"no known property",35,"none","own",1,"skilled",1,"none","yes","good"
"aty","0<=X<200",18,"existing paid","radio/tv",866,"<100","1<=X<4",4,"male mar/wid","guarantor",2,"real estate",25,"none","own",1,"unskilled resident",1,"none","yes","good"
"zsq","no checking",4,"critical/other existing credit","radio/tv",1544,"<100","4<=X<7",2,"male single","none",1,"real estate",42,"none","own",3,"unskilled resident",2,"none","yes","good"
"grh","<0",24,"existing paid","radio/tv",1823,"<100","unemployed",4,"male single","none",2,"car",30,"stores","own",1,"high qualif/self emp/mgmt",2,"none","yes","bad"
"tbh","0<=X<200",6,"existing paid","new car",14555,"no known savings","unemployed",1,"male single","none",2,"life insurance",23,"none","own",1,"unemp/unskilled non res",1,"yes","yes","bad"
"hdl","0<=X<200",21,"existing paid","business",2767,"100<=X<500",">=7",4,"male div/sep","none",2,"car",61,"bank","rent",2,"unskilled resident",1,"none","yes","bad"
"won","no checking",12,"critical/other existing credit","radio/tv",1291,"<100","1<=X<4",4,"female div/dep/mar","none",2,"life insurance",35,"none","own",2,"skilled",1,"none","yes","good"
"ths","<0",30,"existing paid","radio/tv",2522,"<100",">=7",1,"male single","guarantor",3,"life insurance",39,"none","own",1,"skilled",2,"none","yes","good"
"pda","<0",24,"existing paid","new car",915,"no known savings",">=7",4,"female div/dep/mar","none",2,"car",29,"bank","own",1,"skilled",1,"none","yes","bad"
"ejj","no checking",6,"existing paid","radio/tv",1595,"<100","4<=X<7",3,"male single","none",2,"life insurance",51,"none","own",1,"skilled",2,"none","yes","good"
"buq","<0",48,"no credits/all paid","used car",4605,"<100",">=7",3,"male single","none",4,"no known property",24,"none","for free",2,"skilled",2,"none","yes","bad"
"dpw","no checking",12,"critical/other existing credit","business",1185,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",27,"none","own",2,"skilled",1,"none","yes","good"
"fmh","no checking",12,"all paid","retraining",3447,"500<=X<1000","1<=X<4",4,"female div/dep/mar","none",3,"real estate",35,"none","own",1,"unskilled resident",2,"none","yes","good"
"gvm","no checking",24,"existing paid","business",1258,"<100","4<=X<7",4,"male single","none",1,"real estate",25,"none","own",1,"skilled",1,"yes","yes","good"
"mcy","no checking",12,"critical/other existing credit","radio/tv",717,"<100",">=7",4,"male single","none",4,"real estate",52,"none","own",3,"skilled",1,"none","yes","good"
"zci","no checking",6,"no credits/all paid","new car",1204,"100<=X<500","1<=X<4",4,"male single","none",1,"no known property",35,"bank","rent",1,"skilled",1,"none","no","good"
"pse",">=200",24,"existing paid","furniture/equipment",1925,"<100","1<=X<4",2,"male single","none",2,"real estate",26,"none","own",1,"skilled",1,"none","yes","good"
"ztr","no checking",18,"existing paid","radio/tv",433,"<100","unemployed",3,"female div/dep/mar","co applicant",4,"real estate",22,"none","rent",1,"skilled",1,"none","yes","bad"
"gdz","<0",6,"critical/other existing credit","new car",666,">=1000","4<=X<7",3,"female div/dep/mar","none",4,"real estate",39,"none","own",2,"unskilled resident",1,"yes","yes","good"
"pbq",">=200",12,"existing paid","furniture/equipment",2251,"<100","1<=X<4",1,"female div/dep/mar","none",2,"car",46,"none","own",1,"unskilled resident",1,"none","yes","good"
"sed","0<=X<200",30,"existing paid","new car",2150,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"no known property",24,"bank","own",1,"skilled",1,"none","yes","bad"
"cgn","no checking",24,"delayed previously","furniture/equipment",4151,"100<=X<500","1<=X<4",2,"male single","none",3,"life insurance",35,"none","own",2,"skilled",1,"none","yes","good"
"mer","0<=X<200",9,"existing paid","furniture/equipment",2030,"no known savings","4<=X<7",2,"male single","none",1,"car",24,"none","own",1,"skilled",1,"yes","yes","good"
"hxb","0<=X<200",60,"delayed previously","radio/tv",7418,"no known savings","1<=X<4",1,"male single","none",1,"real estate",27,"none","own",1,"unskilled resident",1,"none","yes","good"
"uel","no checking",24,"critical/other existing credit","radio/tv",2684,"<100","1<=X<4",4,"male single","none",2,"real estate",35,"none","own",2,"unskilled resident",1,"none","yes","good"
"yhh","<0",12,"all paid","radio/tv",2149,"<100","1<=X<4",4,"male div/sep","none",1,"no known property",29,"none","for free",1,"skilled",1,"none","yes","bad"
"lfo","no checking",15,"existing paid","used car",3812,"100<=X<500","<1",1,"female div/dep/mar","none",4,"car",23,"none","own",1,"skilled",1,"yes","yes","good"
"sny","no checking",11,"critical/other existing credit","radio/tv",1154,"100<=X<500","unemployed",4,"female div/dep/mar","none",4,"real estate",57,"none","own",3,"unskilled resident",1,"none","yes","good"
"ppo","<0",12,"existing paid","furniture/equipment",1657,"<100","1<=X<4",2,"male single","none",2,"real estate",27,"none","own",1,"skilled",1,"none","yes","good"
"biw","<0",24,"existing paid","radio/tv",1603,"<100",">=7",4,"female div/dep/mar","none",4,"car",55,"none","own",1,"skilled",1,"none","yes","good"
"uub","<0",18,"critical/other existing credit","new car",5302,"<100",">=7",2,"male single","none",4,"no known property",36,"none","for free",3,"high qualif/self emp/mgmt",1,"yes","yes","good"
"hzo","no checking",12,"critical/other existing credit","education",2748,"<100",">=7",2,"female div/dep/mar","none",4,"no known property",57,"bank","for free",3,"unskilled resident",1,"none","yes","good"
"tph","no checking",10,"critical/other existing credit","new car",1231,"<100",">=7",3,"male single","none",4,"real estate",32,"none","own",2,"unskilled resident",2,"none","no","good"
"dim","0<=X<200",15,"existing paid","radio/tv",802,"<100",">=7",4,"male single","none",3,"car",37,"none","own",1,"skilled",2,"none","yes","bad"
"smo","no checking",36,"critical/other existing credit","business",6304,"no known savings",">=7",4,"male single","none",4,"real estate",36,"none","own",2,"skilled",1,"none","yes","good"
"uls","no checking",24,"existing paid","radio/tv",1533,"<100","<1",4,"female div/dep/mar","none",3,"car",38,"stores","own",1,"skilled",1,"yes","yes","good"
"ucd","<0",14,"existing paid","new car",8978,"<100",">=7",1,"male div/sep","none",4,"life insurance",45,"none","own",1,"high qualif/self emp/mgmt",1,"yes","no","bad"
"pfw","no checking",24,"existing paid","radio/tv",999,"no known savings",">=7",4,"male single","none",2,"car",25,"none","own",2,"skilled",1,"none","yes","good"
"zfo","no checking",18,"existing paid","new car",2662,"no known savings","4<=X<7",4,"male single","none",3,"life insurance",32,"none","own",1,"skilled",1,"none","no","good"
"qfj","no checking",12,"critical/other existing credit","furniture/equipment",1402,"500<=X<1000","4<=X<7",3,"female div/dep/mar","none",4,"car",37,"none","rent",1,"skilled",1,"yes","yes","good"
"tia","0<=X<200",48,"all paid","new car",12169,"no known savings","unemployed",4,"male single","co applicant",4,"no known property",36,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"mad","0<=X<200",48,"existing paid","radio/tv",3060,"<100","4<=X<7",4,"male single","none",4,"real estate",28,"none","own",2,"skilled",1,"none","yes","bad"
"gjc","<0",30,"existing paid","repairs",11998,"<100","<1",1,"male div/sep","none",1,"no known property",34,"none","own",1,"unskilled resident",1,"yes","yes","bad"
"jru","no checking",9,"existing paid","radio/tv",2697,"<100","1<=X<4",1,"male single","none",2,"real estate",32,"none","own",1,"skilled",2,"none","yes","good"
"uav","no checking",18,"critical/other existing credit","radio/tv",2404,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",26,"none","own",2,"skilled",1,"none","yes","good"
"bub","<0",12,"existing paid","furniture/equipment",1262,"no known savings",">=7",2,"male div/sep","none",4,"life insurance",49,"none","own",1,"unskilled resident",1,"yes","yes","good"
"xxq","no checking",6,"existing paid","furniture/equipment",4611,"<100","<1",1,"female div/dep/mar","none",4,"life insurance",32,"none","own",1,"skilled",1,"none","yes","bad"
"qbg","no checking",24,"existing paid","radio/tv",1901,"100<=X<500","1<=X<4",4,"male single","none",4,"car",29,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"jwz","no checking",15,"critical/other existing credit","used car",3368,">=1000",">=7",3,"male single","none",4,"no known property",23,"none","rent",2,"skilled",1,"yes","yes","good"
"weq","no checking",12,"existing paid","furniture/equipment",1574,"<100","1<=X<4",4,"male single","none",2,"real estate",50,"none","own",1,"skilled",1,"none","yes","good"
"vuv",">=200",18,"all paid","radio/tv",1445,"no known savings","4<=X<7",4,"male single","none",4,"car",49,"bank","own",1,"unskilled resident",1,"none","yes","good"
"cit","no checking",15,"critical/other existing credit","furniture/equipment",1520,"no known savings",">=7",4,"male single","none",4,"life insurance",63,"none","own",1,"skilled",1,"none","yes","good"
"dor","0<=X<200",24,"critical/other existing credit","new car",3878,"100<=X<500","<1",4,"male div/sep","none",2,"car",37,"none","own",1,"skilled",1,"yes","yes","good"
"qin","<0",47,"existing paid","new car",10722,"<100","<1",1,"female div/dep/mar","none",1,"real estate",35,"none","own",1,"unskilled resident",1,"yes","yes","good"
"sjk","<0",48,"existing paid","used car",4788,"<100","4<=X<7",4,"male single","none",3,"life insurance",26,"none","own",1,"skilled",2,"none","yes","good"
"baj","0<=X<200",48,"delayed previously","other",7582,"100<=X<500","unemployed",2,"male single","none",4,"no known property",31,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"lyt","0<=X<200",12,"existing paid","radio/tv",1092,"<100","1<=X<4",4,"female div/dep/mar","guarantor",4,"real estate",49,"none","own",2,"skilled",1,"yes","yes","good"
"mre","<0",24,"delayed previously","radio/tv",1024,"<100","<1",4,"male mar/wid","none",4,"real estate",48,"stores","own",1,"skilled",1,"none","yes","bad"
"vtd","no checking",12,"existing paid","business",1076,"<100","1<=X<4",2,"male mar/wid","none",2,"real estate",26,"none","own",1,"skilled",1,"yes","no","good"
"nax","0<=X<200",36,"existing paid","used car",9398,"<100","<1",1,"male mar/wid","none",4,"car",28,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"jky","<0",24,"critical/other existing credit","used car",6419,"<100",">=7",2,"female div/dep/mar","none",4,"no known property",44,"none","for free",2,"high qualif/self emp/mgmt",2,"yes","yes","good"
"yrb",">=200",42,"critical/other existing credit","used car",4796,"<100",">=7",4,"male single","none",4,"no known property",56,"none","for free",1,"skilled",1,"none","yes","good"
"ydz","no checking",48,"critical/other existing credit","business",7629,"no known savings",">=7",4,"male div/sep","none",2,"car",46,"bank","own",2,"high qualif/self emp/mgmt",2,"none","yes","good"
"afn","0<=X<200",48,"existing paid","furniture/equipment",9960,"<100","<1",1,"female div/dep/mar","none",2,"car",26,"none","own",1,"skilled",1,"yes","yes","bad"
"but","no checking",12,"existing paid","used car",4675,"no known savings","<1",1,"female div/dep/mar","none",4,"car",20,"none","rent",1,"skilled",1,"none","yes","good"
"aba","no checking",10,"existing paid","new car",1287,"no known savings",">=7",4,"male single","co applicant",2,"life insurance",45,"none","own",1,"unskilled resident",1,"none","no","good"
"rau","no checking",18,"existing paid","furniture/equipment",2515,"<100","1<=X<4",3,"male single","none",4,"real estate",43,"none","own",1,"skilled",1,"yes","yes","good"
"vzm","0<=X<200",21,"critical/other existing credit","furniture/equipment",2745,">=1000","4<=X<7",3,"male single","none",2,"car",32,"none","own",2,"skilled",1,"yes","yes","good"
"prb","no checking",6,"existing paid","new car",672,"<100","unemployed",1,"female div/dep/mar","none",4,"real estate",54,"none","own",1,"unemp/unskilled non res",1,"yes","yes","good"
"kpc","0<=X<200",36,"no credits/all paid","radio/tv",3804,"<100","1<=X<4",4,"female div/dep/mar","none",1,"car",42,"none","own",1,"skilled",1,"yes","yes","bad"
"vlk",">=200",24,"critical/other existing credit","new car",1344,"no known savings","4<=X<7",4,"male single","none",2,"real estate",37,"bank","own",2,"unskilled resident",2,NA,"yes","bad"
"uvg","<0",10,"critical/other existing credit","new car",1038,"<100","4<=X<7",4,"male single","co applicant",3,"life insurance",49,"none","own",2,"skilled",1,"yes","yes","good"
"svx","no checking",48,"critical/other existing credit","new car",10127,"500<=X<1000","1<=X<4",2,"male single","none",2,"no known property",44,"bank","for free",1,"skilled",1,"none","yes","bad"
"csq","no checking",6,"existing paid","furniture/equipment",1543,">=1000","1<=X<4",4,"male div/sep","none",2,"real estate",33,"none","own",1,"skilled",1,"none","yes","good"
"qco","no checking",30,"existing paid","used car",4811,"no known savings","4<=X<7",2,"female div/dep/mar","none",4,"life insurance",24,"stores","rent",1,"unskilled resident",1,"none","yes","good"
"afu","<0",12,"existing paid","radio/tv",727,"100<=X<500","<1",4,"male mar/wid","none",3,"no known property",33,"none","own",1,"unskilled resident",1,"yes","yes","bad"
"quz","0<=X<200",8,"existing paid","furniture/equipment",1237,"<100","1<=X<4",3,"female div/dep/mar","none",4,"real estate",24,"none","own",1,"skilled",1,"none","yes","bad"
"std","0<=X<200",9,"existing paid","new car",276,"<100","1<=X<4",4,"male mar/wid","none",4,"real estate",22,"none","rent",1,"unskilled resident",1,"none","yes","good"
"cbf","0<=X<200",48,"existing paid","other",5381,"no known savings","unemployed",3,"male single","none",4,"no known property",40,"bank","for free",1,"unemp/unskilled non res",1,"yes","yes","good"
"fnb","no checking",24,"existing paid","furniture/equipment",5511,"100<=X<500","1<=X<4",4,"male single","none",1,"car",25,"stores","own",1,"skilled",1,"none","yes","good"
"fxp",">=200",24,"existing paid","furniture/equipment",3749,"<100","<1",2,"female div/dep/mar","none",4,"car",26,"none","own",1,"skilled",1,"none","yes","good"
"ahc","0<=X<200",12,"existing paid","new car",685,"<100","4<=X<7",2,"male mar/wid","none",3,"car",25,"bank","own",1,"unskilled resident",1,"none","yes","bad"
"dkc",">=200",4,"existing paid","new car",1494,"no known savings","<1",1,"male single","none",2,"real estate",29,"none","own",1,"unskilled resident",2,"none","no","good"
"xyr","<0",36,"all paid","furniture/equipment",2746,"<100",">=7",4,"male single","none",4,"car",31,"bank","own",1,"skilled",1,"none","yes","bad"
"zhk","<0",12,"existing paid","furniture/equipment",708,"<100","1<=X<4",2,"male single","guarantor",3,"life insurance",38,"none","own",1,"unskilled resident",2,"none","yes","good"
"pau","0<=X<200",24,"existing paid","furniture/equipment",4351,"no known savings","1<=X<4",1,"female div/dep/mar","none",4,"life insurance",48,"none","own",1,"unskilled resident",1,"yes","yes","good"
"msz","no checking",12,"critical/other existing credit","education",701,"<100","1<=X<4",4,"male single","none",2,"car",32,"none","own",2,"skilled",1,"none","yes","good"
"msv","<0",15,"delayed previously","furniture/equipment",3643,"<100",">=7",1,"female div/dep/mar","none",4,"life insurance",27,"none","own",2,"unskilled resident",1,"none","yes","good"
"xrw","0<=X<200",30,"critical/other existing credit","new car",4249,"<100","unemployed",4,"male mar/wid","none",2,"car",28,"none","own",2,"high qualif/self emp/mgmt",1,NA,"yes","bad"
"ipo","<0",24,"existing paid","radio/tv",1938,"<100","<1",4,"male div/sep","none",3,"life insurance",32,"none","own",1,"skilled",1,"none","yes","bad"
"ydt","<0",24,"existing paid","used car",2910,"<100","4<=X<7",2,"male single","none",1,"no known property",34,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"xlv","<0",18,"existing paid","furniture/equipment",2659,">=1000","1<=X<4",4,"male single","none",2,"car",28,"none","own",1,"skilled",1,"none","yes","good"
"lix","no checking",18,"critical/other existing credit","new car",1028,"<100","1<=X<4",4,"female div/dep/mar","none",3,"real estate",36,"none","own",2,"skilled",1,"none","yes","good"
"czu","<0",8,"critical/other existing credit","new car",3398,"<100","4<=X<7",1,"male single","none",4,"real estate",39,"none","own",2,"unskilled resident",1,"none","no","good"
"dmx","no checking",12,"critical/other existing credit","furniture/equipment",5801,"no known savings",">=7",2,"male single","none",4,"life insurance",49,"none","rent",1,"skilled",1,"yes","yes","good"
"phg","no checking",24,"existing paid","new car",1525,">=1000","4<=X<7",4,"female div/dep/mar","none",3,"car",34,"none","own",1,"skilled",2,"yes","yes","good"
"upu",">=200",36,"existing paid","radio/tv",4473,"<100",">=7",4,"male single","none",2,"car",31,"none","own",1,"skilled",1,"none","yes","good"
"mmk","0<=X<200",6,"existing paid","radio/tv",1068,"<100",">=7",4,"male single","none",4,"car",28,"none","own",1,"skilled",2,"none","yes","good"
"cwb","<0",24,"critical/other existing credit","used car",6615,"<100","unemployed",2,"male single","none",4,"no known property",75,"none","for free",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"avu","no checking",18,"critical/other existing credit","education",1864,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",2,"real estate",30,"none","own",2,"skilled",1,"none","yes","bad"
"yfl","0<=X<200",60,"existing paid","new car",7408,"100<=X<500","<1",4,"female div/dep/mar","none",2,"life insurance",24,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","bad"
"bhh","no checking",48,"critical/other existing credit","used car",11590,"100<=X<500","1<=X<4",2,"female div/dep/mar","none",4,"car",24,"bank","rent",2,"unskilled resident",1,"none","yes","bad"
"gzb","<0",24,"no credits/all paid","furniture/equipment",4110,"<100",">=7",3,"male single","none",4,"no known property",23,"bank","rent",2,"skilled",2,"none","yes","bad"
"avs","<0",6,"critical/other existing credit","furniture/equipment",3384,"<100","1<=X<4",1,"male div/sep","none",4,"real estate",44,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
